_id,sectionsTitle,date,lessonsTitle,type,totalQuestionsInQuiz,duration,totalPointsInAssignment,url
6400d0bc182c675dcd4c0aab,Python Practice Solutions,2023-03-06,Python Practice Set-6,sectionResource,,,,https://drive.google.com/file/d/1hhnTRhhYructlRdGJYBl8Yv-nQQ1Uv-q/view?usp=share_link
6400d0e8182c67d48c4c0ab0,Python Practice Solutions,2023-03-06,Python Practice Set-7,sectionResource,,,,https://drive.google.com/file/d/1C2-87zdD6K5JuoTKGZUoNcty4JYAq8AI/view?usp=share_link
6400d10f182c6742194c0ab5,Python Practice Solutions,2023-03-06,Python Practice Set-8,sectionResource,,,,https://drive.google.com/file/d/18X7DcoTLYy3eEEyeH0w9HY37KUag9aiz/view?usp=share_link
6400d133182c6769534c0aba,Python Practice Solutions,2023-03-06,Python Practice Set-9,sectionResource,,,,https://drive.google.com/file/d/1XELLrb2N_NSqlIFbYFs7k2wzXQ3VIBH_/view?usp=share_link
6400d163182c673a334c0abf,Python Practice Solutions,2023-03-06,Python Practice Set-10,sectionResource,,,,https://docs.google.com/document/d/1uGQa0_EcRxq7ATQQuWokNUZQn-JwoPrC/edit?usp=share_link&ouid=115906692185226574499&rtpof=true&sd=true
6400d186182c6752ca4c0afa,Python Practice Solutions,2023-03-06,Python Practice Set-11,sectionResource,,,,https://docs.google.com/document/d/10hbDkw5V1iiyuE5Ff_PyQOnjF7av-xek/edit?usp=share_link&ouid=115906692185226574499&rtpof=true&sd=true
64020095182c6785734c1bfa,3rd March Visualization,2023-03-06,Seaborn,video,,2186.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/64020095182c6785734c1bfa
640200a9182c673c934c1c00,3rd March Visualization,2023-03-06,Seaborn Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640200a9182c673c934c1c00
640212d2182c672c424c1d00,3rd March Visualization,2023-03-06,Seaborn quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640212d2182c672c424c1d00
6403473c182c6717e54c30f3,4th March Visualization,2023-03-06,Plotly,video,,1202.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6403473c182c6717e54c30f3
64034b94182c67dc474c3124,4th March Visualization,2023-03-06,Plotly Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/64034b94182c67dc474c3124
6403504a182c67b3e94c31c5,4th March Visualization,2023-03-06,Plotly  quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6403504a182c67b3e94c31c5
640428d0182c67573e4c337a,5th March Visualization,2023-03-06,Bokeh,video,,894.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640428d0182c67573e4c337a
640428eb182c670fd64c3380,5th March Visualization,2023-03-06,Bokeh Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640428eb182c670fd64c3380
6405855c182c6763d54c4860,5th March Visualization,2023-03-06,Bokeh quiz,quiz,10.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6405855c182c6763d54c4860
6404d35b182c6716c54c39f2,Statistics Basic,2023-03-06,Introduction to Statistics,video,,252.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d35b182c6716c54c39f2
6404d37f182c6745094c39fa,Statistics Basic,2023-03-06,Types of Statistics,video,,897.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d37f182c6745094c39fa
6404d39c182c6757544c3a01,Statistics Basic,2023-03-06,Types of Data,video,,521.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d39c182c6757544c3a01
6404d3bd182c675b9b4c3a08,Statistics Basic,2023-03-06,Levels of Measurement,video,,1231.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d3bd182c675b9b4c3a08
64060774182c677f684c5d1a,Statistics Basic,2023-03-06,Statistics Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/64060774182c677f684c5d1a
6404d615182c6743ec4c3a75,Statistics Basic,2023-03-07,Measures of Central Tendency,video,,1070.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d615182c6743ec4c3a75
6404d6e6182c6780de4c3a98,Statistics Basic,2023-03-07,Measures of Central Tendency Part 2,video,,411.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d6e6182c6780de4c3a98
6404d63a182c6724d64c3a7c,Statistics Basic,2023-03-07,Measures of Dispersion,video,,878.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d63a182c6724d64c3a7c
6404d717182c67985f4c3aa2,Statistics Basic,2023-03-07,Measures of Dispersion Part 2,video,,287.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d717182c67985f4c3aa2
6404d65d182c6708074c3a83,Statistics Basic,2023-03-07,Random Variables,video,,347.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d65d182c6708074c3a83
6404d67c182c676f0b4c3a8a,Statistics Basic,2023-03-07,Sets,video,,299.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d67c182c676f0b4c3a8a
6404d69a182c674cc84c3a91,Statistics Basic,2023-03-07,Histogram & Skewness,video,,1009.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d69a182c674cc84c3a91
6404d735182c67caff4c3aa9,Statistics Basic,2023-03-07,Covariance & Correlation,video,,1411.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d735182c67caff4c3aa9
6404d769182c67fdcc4c3ab3,Statistics Basic,2023-03-07,Covariance & Correlation Part 2,video,,412.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404d769182c67fdcc4c3ab3
640766ff182c676b7d4c7ad3,Statistics Basic,2023-03-07, Statistics Basic-2 quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640766ff182c676b7d4c7ad3
64076910182c67b6ea4c7b54,Statistics Basic,2023-03-07, Statistics Assignment ,assignment,,,70.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/64076910182c67b6ea4c7b54
6404da6d182c67536b4c3b0e,Statistics Advance,2023-03-08,Probability Density/Distribution Function,video,,828.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404da6d182c67536b4c3b0e
6404daa2182c6783244c3b15,Statistics Advance,2023-03-08,"PDF, PMF & CDF",video,,1045.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404daa2182c6783244c3b15
6404dada182c6732254c3b1c,Statistics Advance,2023-03-08,Types of Probability Distribution,video,,221.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dada182c6732254c3b1c
6404dafd182c679fac4c3b23,Statistics Advance,2023-03-08,Bernoulli Distribution,video,,819.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dafd182c679fac4c3b23
6404db1b182c676d374c3b2a,Statistics Advance,2023-03-08,Binomial Distribution,video,,592.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404db1b182c676d374c3b2a
6404db46182c67311d4c3b31,Statistics Advance,2023-03-08,Poisson Distribution,video,,508.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404db46182c67311d4c3b31
6404db60182c6718d54c3b38,Statistics Advance,2023-03-08,Normal or Gaussian Distribution,video,,741.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404db60182c6718d54c3b38
640a03e2182c677caa4c941b,Statistics Advance,2023-03-08,Statistics Advance Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640a03e2182c677caa4c941b
640a14a7182c670c074c95ac,Statistics Advance,2023-03-08,Statistics Advance quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640a14a7182c670c074c95ac
6404dbda182c67201b4c3b4c,Statistics Advance,2023-03-09,Uniform Distribution,video,,768.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dbda182c67201b4c3b4c
6404dbf3182c674e064c3b52,Statistics Advance,2023-03-09,Z Stats & Z Table,video,,1012.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dbf3182c674e064c3b52
6404dd8f182c676b084c3bad,Statistics Advance,2023-03-09,Central Limit Theorem,video,,623.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dd8f182c676b084c3bad
640a0402182c6762684c9423,Statistics Advance,2023-03-09,Statistics Advance Assignment,assignment,,,50.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640a0402182c6762684c9423
640a0ac6182c6742da4c94c6,Statistics Advance,2023-03-09,Statistics Advance quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640a0ac6182c6742da4c94c6
6404df0f182c674d444c3bf4,Statistics Advance,2023-03-10,Estimate,video,,383.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404df0f182c674d444c3bf4
6404df36182c673ff74c3bfb,Statistics Advance,2023-03-10,Hypothesis Testing & Mechanism,video,,631.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404df36182c673ff74c3bfb
6404df55182c67e7e24c3c03,Statistics Advance,2023-03-10,P value,video,,832.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404df55182c67e7e24c3c03
6404df6d182c6736324c3c0a,Statistics Advance,2023-03-10,Z Test with Examples,video,,1442.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404df6d182c6736324c3c0a
6404df8b182c67960f4c3c11,Statistics Advance,2023-03-10,Student T Distribution,video,,389.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404df8b182c67960f4c3c11
6404dfac182c6700614c3c18,Statistics Advance,2023-03-10,T Stats & T Test,video,,512.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404dfac182c6700614c3c18
640b3894182c67c1164cc0ac,Statistics Advance,2023-03-10,Statistics Advance Assignment,assignment,,,85.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640b3894182c67c1164cc0ac
640b3deb182c6721624cc177,Statistics Advance,2023-03-10,Statistics Advance quiz,quiz,8.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640b3deb182c6721624cc177
6404e1ca182c67da4e4c3c5e,Statistics Advance,2023-03-11,When to use T test vs Z test?,video,,192.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e1ca182c67da4e4c3c5e
6404e1f8182c674d874c3c65,Statistics Advance,2023-03-11,Type 1 & Type 2 Error,video,,306.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e1f8182c674d874c3c65
6404e218182c6708c74c3c6d,Statistics Advance,2023-03-11,Confidence Interval & Margin of Error,video,,867.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e218182c6708c74c3c6d
6404e23a182c67f7db4c3c74,Statistics Advance,2023-03-11,Bayes Theorem,video,,673.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e23a182c67f7db4c3c74
640c9062182c67ac234cd996,Statistics Advance,2023-03-11,Statistics Advance Assignment,assignment,,,70.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640c9062182c67ac234cd996
640c9898182c67f0274cda99,Statistics Advance,2023-03-11,Statistics Advance quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640c9898182c67f0274cda99
6404e372182c670c3f4c3cae,Statistics Advance,2023-03-12,What is Chi Square Test?,video,,555.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e372182c670c3f4c3cae
6404e390182c675c574c3cb5,Statistics Advance,2023-03-12,Chi Square for Goodness of Fit,video,,906.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e390182c675c574c3cb5
6404e3b6182c6781624c3cbc,Statistics Advance,2023-03-12,Chi Square Test  with Python,video,,601.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e3b6182c6781624c3cbc
640e05d5182c67354e4ce1d4,Statistics Advance,2023-03-12,Statistics Advance Assignment ,assignment,,,55.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640e05d5182c67354e4ce1d4
640e1257182c674e754ce2c7,Statistics Advance,2023-03-12,Statistics Advance quiz,quiz,9.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640e1257182c674e754ce2c7
6404e58d182c6799734c3d1c,Statistics Advance,2023-03-13,F Distribution,video,,482.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e58d182c6799734c3d1c
6404e665182c67adfd4c3d38,Statistics Advance,2023-03-13,Variance Ratio Test ( F test ),video,,768.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e665182c67adfd4c3d38
6404e680182c67bf8b4c3d3f,Statistics Advance,2023-03-13,F test with  Python,video,,421.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e680182c67bf8b4c3d3f
640f2975182c6772c54cff4a,Statistics Advance,2023-03-13,Statistics Advance Assignment,assignment,,,60.0,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640f2975182c6772c54cff4a
640f2e17182c6712894cffed,Statistics Advance,2023-03-13,Statistics Advance quiz,quiz,7.0,,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/640f2e17182c6712894cffed
6404e6b7182c6744674c3d47,Statistics Advance,2023-03-14,Anova,video,,356.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e6b7182c6744674c3d47
6404e6d2182c67de924c3d4e,Statistics Advance,2023-03-14,Assumptions in Anova,video,,394.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e6d2182c67de924c3d4e
6404e6ee182c670e734c3d55,Statistics Advance,2023-03-14,Types of Anova,video,,564.0,,https://api.pwskills.com/v1/learn/lesson/course/63a2eb428899436daf7eb489/6404e6ee182c670e734c3d55
